precision,recall,threshold
0.13391951301995267,1.0,0.30577108689080956
0.13367174280879865,0.9974747474747475,0.31203596208776513
0.13371699390656736,0.9974747474747475,0.3126663040896185
0.13430805848350902,0.9974747474747475,0.31331577766718477
0.13453678474114442,0.9974747474747475,0.32253473909567454
0.13493150684931507,0.9949494949494949,0.3233205660762019
0.13480055020632736,0.98989898989899,0.32415950745622624
0.1348469212246302,0.98989898989899,0.3242717568842587
0.13546370267453978,0.9848484848484849,0.3259946819402996
0.13569937369519833,0.9848484848484849,0.3271005447668819
0.13587146349982535,0.9823232323232324,0.3275061252886631
0.13539109084531742,0.9747474747474747,0.3277571262649318
0.13570673246387027,0.9722222222222222,0.32859950189895504
0.13649322879543835,0.9671717171717171,0.33333889270480827
0.13693242760100108,0.9671717171717171,0.3349017896202624
0.13698140200286124,0.9671717171717171,0.33750738327464097
0.1370304114490161,0.9671717171717171,0.33935148791771147
0.13634732687477574,0.9595959595959596,0.34115184555548844
0.13644524236983843,0.9595959595959596,0.3417970068190714
0.13633093525179857,0.9570707070707071,0.3418013191330548
0.13647821389989198,0.9570707070707071,0.3424464803966377
0.13631446087270105,0.9545454545454546,0.34344999310543617
0.13615023474178403,0.952020202020202,0.3467684872743101
0.1362486447415974,0.952020202020202,0.3473369805913046
0.13629790310918294,0.952020202020202,0.3485724127938392
0.1368113827070412,0.946969696969697,0.34899793267698664
0.13686131386861314,0.946969696969697,0.3491876377228814
0.13761467889908258,0.946969696969697,0.3491962022572831
0.13766519823788545,0.946969696969697,0.34983711130044776
0.1380198748619801,0.946969696969697,0.35094411243133117
0.13807069219440354,0.946969696969697,0.3520960036065311
0.137905604719764,0.9444444444444444,0.3521621735874372
0.13794378698224852,0.9419191919191919,0.35286159598103833
0.13799482056973733,0.9419191919191919,0.35314472199400854
0.13804589193190228,0.9419191919191919,0.3535067572446213
0.1385586924219911,0.9419191919191919,0.3538659045270123
0.13861018208844295,0.9419191919191919,0.35388225380182214
0.13876488095238096,0.9419191919191919,0.3540034387597587
0.13886820551005213,0.9419191919191919,0.35431077443909464
0.13897168405365126,0.9419191919191919,0.35449030859117764
0.13907531692766592,0.9419191919191919,0.3545274150654051
0.1396480718831898,0.9419191919191919,0.3549118790920572
0.1397003745318352,0.9419191919191919,0.35496024801666104
0.13975271637317346,0.9419191919191919,0.3555570403556401
0.14038389160707565,0.9419191919191919,0.35579844281892303
0.14102079395085065,0.9419191919191919,0.35588994253953243
0.14107413010590014,0.9419191919191919,0.35762201135686933
0.14123438091631957,0.9419191919191919,0.35773712124256146
0.14085041761579348,0.9368686868686869,0.35782876412229364
0.1409039118875807,0.9368686868686869,0.3582174626722342
0.14095744680851063,0.9368686868686869,0.3582714849344356
0.14106463878326997,0.9368686868686869,0.35869242650845157
0.14105985512771635,0.9343434343434344,0.35884942194307745
0.14122137404580154,0.9343434343434344,0.35886262393581714
0.1415996938384998,0.9343434343434344,0.35932332549881646
0.1416539050535988,0.9343434343434344,0.3593998190068006
0.14219830899308225,0.9343434343434344,0.35941791526007194
0.14236244709503657,0.9343434343434344,0.35984766772035087
0.1424172440338722,0.9343434343434344,0.35996848676239945
0.1423062090242962,0.9318181818181818,0.3599799069968664
0.1423611111111111,0.9318181818181818,0.36013290907943146
0.14247104247104247,0.9318181818181818,0.3603003094794236
0.1425260718424102,0.9318181818181818,0.3603740672841806
0.14224806201550388,0.9267676767676768,0.3606250682604493
0.142244738893219,0.9217171717171717,0.36070768310253654
0.14230019493177387,0.9217171717171717,0.3614674438944726
0.14212799371809973,0.9141414141414141,0.36222610098774743
0.1418467583497053,0.9116161616161617,0.36225063620840986
0.14190251572327045,0.9116161616161617,0.36412563484195853
0.14195831694848604,0.9116161616161617,0.36553168456792445
0.14201416207710466,0.9116161616161617,0.3657196213367192
0.1421259842519685,0.9116161616161617,0.36587513024034213
0.14218196140212683,0.9116161616161617,0.36602052486464454
0.14240631163708087,0.9116161616161617,0.3660759615709448
0.1424625098658248,0.9116161616161617,0.36632696254721353
0.1426313709996049,0.9116161616161617,0.3663690949142856
0.14274416765519968,0.9116161616161617,0.36659773349292774
0.14291369754552652,0.9116161616161617,0.3666375473945067
0.14297029702970296,0.9116161616161617,0.3666444548879393
0.14319714399047997,0.9116161616161617,0.3667670440382935
0.14325396825396824,0.9116161616161617,0.366895455864208
0.14342471195868098,0.9116161616161617,0.36699789632241264
0.14371019108280256,0.9116161616161617,0.3670431279162879
0.14376742333731582,0.9116161616161617,0.36716933818123676
0.14393939393939395,0.9116161616161617,0.3673286556738976
0.14399680893498204,0.9116161616161617,0.367335537355288
0.1441117764471058,0.9116161616161617,0.36762735878316277
0.14416932907348243,0.9116161616161617,0.36773783149823125
0.14434226309476209,0.9116161616161617,0.36797381693748055
0.14492171818546767,0.9116161616161617,0.36875205583558923
0.14550584441757355,0.9116161616161617,0.3689612891201881
0.14585858585858585,0.9116161616161617,0.36925812065554675
0.14633157681394407,0.9116161616161617,0.36932926446387243
0.1464009760065067,0.9090909090909091,0.3693989423328622
0.14646053702196907,0.9090909090909091,0.3701000899343721
0.14663951120162932,0.9090909090909091,0.37035888975410747
0.1468189233278956,0.9090909090909091,0.3709591642604224
0.147239263803681,0.9090909090909091,0.37132785889917375
0.14729950900163666,0.9090909090909091,0.37327818562816
0.14735980352026198,0.9090909090909091,0.3734043847817281
0.14742014742014742,0.9090909090909091,0.37382926339633155
0.14755445951500207,0.9065656565656566,0.37396926809550873
0.14726450020567666,0.9040404040404041,0.37437156223845197
0.14738575545491972,0.9040404040404041,0.37456249796614294
0.14762886597938144,0.9040404040404041,0.3746138023011246
0.14745972738537794,0.9015151515151515,0.3746428775695879
0.14764267990074442,0.9015151515151515,0.3747440598408493
0.14788732394366197,0.9015151515151515,0.375026884866479
0.1478405315614618,0.898989898989899,0.3753212684691325
0.1479634247714048,0.898989898989899,0.37591878454060523
0.14767054908485858,0.8964646464646465,0.3762970170003382
0.14773200166458594,0.8964646464646465,0.37635089375936753
0.14785506039150353,0.8964646464646465,0.3764872778575997
0.14791666666666667,0.8964646464646465,0.3768725637143403
0.1478079331941545,0.8939393939393939,0.376881128248742
0.1479314667781028,0.8939393939393939,0.37697721159546527
0.1479933110367893,0.8939393939393939,0.377228212571734
0.1480083857442348,0.8914141414141414,0.3774319023884682
0.14813260595887537,0.8914141414141414,0.37744046692286987
0.1481947942905122,0.8914141414141414,0.37752203729190653
0.14831932773109244,0.8914141414141414,0.377576555156076
0.1483816729718369,0.8914141414141414,0.377668294062814
0.14869418702611625,0.8914141414141414,0.37807058820575723
0.1489451476793249,0.8914141414141414,0.3784813254904496
0.14919695688926457,0.8914141414141414,0.3784898900248513
0.1492600422832981,0.8914141414141414,0.37862903842279005
0.14896318239526027,0.8888888888888888,0.37913079906801583
0.14921576939381093,0.8888888888888888,0.37918837709691794
0.1494057724957555,0.8888888888888888,0.3792718304293332
0.14887282007656316,0.8838383838383839,0.3793215321124176
0.14893617021276595,0.8838383838383839,0.38003735525389326
0.14899957428693061,0.8838383838383839,0.38023780019889936
0.14906303236797275,0.8838383838383839,0.3813950182392979
0.14912654452492544,0.8838383838383839,0.3819285406275172
0.14919011082693948,0.8838383838383839,0.38255634633231295
0.14925373134328357,0.8838383838383839,0.3825649108667146
0.14889078498293515,0.8813131313131313,0.38336420288563267
0.14972114972114972,0.8813131313131313,0.3835416243464476
0.1498497209102619,0.8813131313131313,0.3839633105353462
0.14991408934707903,0.8813131313131313,0.38412972771019277
0.15004299226139295,0.8813131313131313,0.38419109792401385
0.15023676280671544,0.8813131313131313,0.38453885724934833
0.150755939524838,0.8813131313131313,0.3849073499608878
0.1505841627001298,0.8787878787878788,0.3851769785712687
0.15064935064935064,0.8787878787878788,0.3851995397180184
0.15071459506279775,0.8787878787878788,0.3852680196688117
0.1508452535760728,0.8787878787878788,0.38566898350191875
0.1509761388286334,0.8787878787878788,0.3857081011598916
0.1511072514112028,0.8787878787878788,0.3857641286348082
0.15130434782608695,0.8787878787878788,0.38614761902545763
0.15119825708061002,0.8762626262626263,0.3877084737602957
0.15126416739319964,0.8762626262626263,0.38828402047429783
0.1514622435617634,0.8762626262626263,0.38901791811412795
0.15152838427947599,0.8762626262626263,0.38923932574018794
0.15249008373732922,0.8737373737373737,0.3897986644143158
0.15262461402734892,0.8737373737373737,0.38989278225040713
0.15282685512367492,0.8737373737373737,0.39003326351774004
0.15302963290579388,0.8737373737373737,0.39084808751629724
0.15340151178301467,0.8712121212121212,0.39120791788145565
0.15316117542297417,0.8686868686868687,0.39171923716966134
0.1534344335414808,0.8686868686868687,0.39186862362104585
0.1535029004908523,0.8686868686868687,0.39210499943532645
0.1540528437080161,0.8686868686868687,0.39212324901030376
0.1541573033707865,0.8661616161616161,0.3922298217179564
0.15422661870503598,0.8661616161616161,0.3923687107472277
0.15436543654365437,0.8661616161616161,0.3932843510756321
0.15395033860045146,0.8611111111111112,0.3934757118781111
0.15401987353206864,0.8611111111111112,0.3935243538997701
0.15377657168701944,0.8585858585858586,0.3944796591656601
0.1539855072463768,0.8585858585858586,0.39495308110640526
0.15405527865881286,0.8585858585858586,0.3951420799672661
0.15282846715328466,0.8459595959595959,0.395208631051327
0.15296803652968036,0.8459595959595959,0.3958294305682927
0.15303791685701235,0.8459595959595959,0.3959076047918261
0.15272062185642432,0.8434343434343434,0.39590838637229525
0.15254237288135594,0.8409090909090909,0.396048197818092
0.15275229357798165,0.8409090909090909,0.396813722642652
0.15282239559430932,0.8409090909090909,0.39795098650782507
0.15289256198347106,0.8409090909090909,0.39842006157993615
0.15324436263230556,0.8409090909090909,0.39880582475783954
0.15338553661906956,0.8409090909090909,0.39897940025406403
0.1534562211981567,0.8409090909090909,0.3992412280106617
0.15306592899953897,0.8383838383838383,0.39957544902852543
0.15327793167128348,0.8383838383838383,0.4006802859130702
0.1537037037037037,0.8383838383838383,0.4009698273845145
0.15331171838814267,0.8358585858585859,0.40104574322753717
0.15338276181649677,0.8358585858585859,0.4010868520478378
0.15345387111729253,0.8358585858585859,0.4016553453648323
0.1531322505800464,0.8333333333333334,0.4018111405993734
0.1532033426183844,0.8333333333333334,0.4023813295179458
0.15341701534170155,0.8333333333333334,0.40306284405617854
0.15398973401773214,0.8333333333333334,0.40318832726657244
0.15434985968194576,0.8333333333333334,0.4033284284224443
0.15424285044538208,0.8308080808080808,0.4033676365207948
0.1544600938967136,0.8308080808080808,0.4035614041990879
0.15453264443400658,0.8308080808080808,0.40412933594518236
0.15475070555032927,0.8308080808080808,0.4049310953225242
0.1548964218455744,0.8308080808080808,0.4050891222120435
0.15496938294865756,0.8308080808080808,0.40517147117147934
0.1551155115511551,0.8308080808080808,0.40517922450413735
0.155188679245283,0.8308080808080808,0.40573809307115083
0.15555555555555556,0.8308080808080808,0.4057477178211319
